,SCOPUS ID,PUBMED ID,title,journal,volume,articlenum,date,type,forward citations,abstract,keywords,authors,backward citations,id,CONTROVERSIAL,GOOD_FOR_TEACHING,CONFIRMATION,TECHNICAL_ADVANCE,NOVEL_DRUG_TARGET,NEW_FINDING,HYPOTHESIS,REFUTATION,NEGATIVE,year
14729,SCOPUS_ID:85063652165,30929899,Mitochondrial Permeability Uncouples Elevated Autophagy and Lifespan Extension,Cell,177.0,299-314.e16,2019-04-04,Article,75,"© 2019 Elsevier Inc.Autophagy is required in diverse paradigms of lifespan extension, leading to the prevailing notion that autophagy is beneficial for longevity. However, why autophagy is harmful in certain contexts remains unexplained. Here, we show that mitochondrial permeability defines the impact of autophagy on aging. Elevated autophagy unexpectedly shortens lifespan in C. elegans lacking serum/glucocorticoid regulated kinase-1 (sgk-1) because of increased mitochondrial permeability. In sgk-1 mutants, reducing levels of autophagy or mitochondrial permeability transition pore (mPTP) opening restores normal lifespan. Remarkably, low mitochondrial permeability is required across all paradigms examined of autophagy-dependent lifespan extension. Genetically induced mPTP opening blocks autophagy-dependent lifespan extension resulting from caloric restriction or loss of germline stem cells. Mitochondrial permeability similarly transforms autophagy into a destructive force in mammals, as liver-specific Sgk knockout mice demonstrate marked enhancement of hepatocyte autophagy, mPTP opening, and death with ischemia/reperfusion injury. Targeting mitochondrial permeability may maximize benefits of autophagy in aging. The role of autophagy in lifespan extension depends on modulation of mitochondrial permeability via the action of the kinase SGK1.",aging; autophagy; ischemia/reperfusion injury; longevity; mitochondrial permeability; mPTP; mTORC2; SGK,Zhou B.; Kreuzer J.; Kumsta C.; Wu L.; Kamer K.J.; Cedillo L.; Zhang Y.; Li S.; Kacergis M.C.; Webster C.M.; Fejes-Toth G.; Naray-Fejes-Toth A.; Das S.; Hansen M.; Haas W.; Soukas A.A.,58.0,735403474.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2019
2884,SCOPUS_ID:0021677862,6509551,Biogenesis of epithelial cell polarity: Intracellular sorting and vectorial exocytosis of an apical plasma membrane glycoprotein,Cell,39.0,537-546,1984-01-01,Article,81,"To study the biogenetic pathway of influenza hemagglutinin (HA), a model apical glycoprotein, in polarized epithelial MDCK cells, anti-HA antibodies were added to the basolateral surface during influenza infection. In monolayers grown on collagen gels influenza and VSV plaque development was blocked only when the antibodies were added to the respective budding surface. Addition of anti-HA antibodies to the basal medium of monolayers grown on nitrocellulose filter chambers neither resulted in HA-coupled transport of antibody nor inhibited HA migration to the apical surface. These results indicate that the bulk of HA is vectorially inserted into the apical surface of MDCK cells by polarized exocytosis. Other apical proteins in epithelia may use a similar mechanism during biogenesis. © 1984.",,Misek D.E.; Bard E.; Rodriguez-Boulan E.,57.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984
11062,SCOPUS_ID:70149105916,19766565,Recombinational Repair within Heterochromatin Requires ATP-Dependent Chromatin Remodeling,Cell,138.0,1109-1121,2009-09-18,Article,64,"Heterochromatin plays a key role in protection of chromosome integrity by suppressing homologous recombination. In Saccharomyces cerevisiae, Sir2p, Sir3p, and Sir4p are structural components of heterochromatin found at telomeres and the silent mating-type loci. Here we have investigated whether incorporation of Sir proteins into minichromosomes regulates early steps of recombinational repair in vitro. We find that addition of Sir3p to a nucleosomal substrate is sufficient to eliminate yRad51p-catalyzed formation of joints, and that this repression is enhanced by Sir2p/Sir4p. Importantly, Sir-mediated repression requires histone residues that are critical for silencing in vivo. Moreover, we demonstrate that the SWI/SNF chromatin-remodeling enzyme facilitates joint formation by evicting Sir3p, thereby promoting subsequent Rad54p-dependent formation of a strand invasion product. These results suggest that recombinational repair in the context of heterochromatin presents additional constraints that can be overcome by ATP-dependent chromatin-remodeling enzymes. © 2009 Elsevier Inc. All rights reserved.",DNA; PROTEINS,Sinha M.; Watanabe S.; Johnson A.; Moazed D.; Peterson C.L.,55.0,1165159.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2009
7150,SCOPUS_ID:0029157187,7628007,The enigma of HIV infection,Cell,82.0,175-176,1995-07-28,Article,17,,,Baltimore D.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995
8618,SCOPUS_ID:0032692565,10535734,Building a replisome from interacting pieces: Sliding clamp complexed to a peptide from DNA polymerase and a polymerase editing complex,Cell,99.0,155-166,1999-01-01,Article,322,"We have solved the crystal structures of the bacteriophage RB69 sliding clamp, its complex with a peptide essential for DNA polymerase interactions, and the DNA polymerase complexed with primer-template DNA. The editing complex structure shows a partially melted duplex DNA exiting from the exonuclease domain at an unexpected angle and significant changes in the protein structure. The clamp complex shows the C-terminal 11 residues of polymerase bound in a hydrophobic pocket, and it allows docking of the editing and clamp structures together. The peptide binds to the sliding clamp at a position identical to that of a replication inhibitor peptide bound to PCNA, suggesting that the replication inhibitor protein p21(CIP1) functions by competing with eukaryotic polymerases for the same binding pocket on the clamp.",,Shamoo Y.; Steitz T.A.,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
6921,SCOPUS_ID:23444439297,8124724,Meiotic chromosome pairing in maize is associated with a novel chromatin organization,Cell,76.0,901-912,1994-03-11,Article,136,"Three-dimensional light microscopy and the excellent cytological features of maize meiotic chromosomes are used to analyze the early events of chromosome synapsis. We demonstrate that the chromosomes undergo a dramatic structural reorganization prior to synapsis in zygotene. The unique features of prezygotene chromosomes are a partial separation of sister chromatids, an elongation of knob heterochromatin, an increase in surface complexity, a 50% increase in total chromosome volume, and a peripheral localization and alignment of telomeric, but not proximal, loci. At zygotene, chromosome volume decreases and chromosomes appear as single fibers. The specialized prezygotene chromosome morphology may facilitate homology recognition once the homologs have been brought together. © 1994.",,Dawe R.K.; Sedat J.W.; Agard D.A.; Cande W.Z.,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994
9508,SCOPUS_ID:0037847425,12757705,Multiple sulfatase deficiency is caused by mutations in the gene encoding the human Cα-formylglycine generating enzyme,Cell,113.0,435-444,2003-05-16,Article,287,"Cα-formylglycine (FGly) is the catalytic residue in the active site of eukaryotic sulfatases. It is posttranslationally generated from a cysteine in the endoplasmic reticulum. The genetic defect of FGly formation causes multiple sulfatase deficiency (MSD), a lysosomal storage disorder. We purified the FGly generating enzyme (FGE) and identified its gene and nine mutations in seven MSD patients. In patient fibroblasts, the activity of sulfatases is partially restored by transduction of FGE encoding cDNA, but not by cDNA carrying an MSD mutation. The gene encoding FGE is highly conserved among pro- and eukaryotes and has a paralog of unknown function in vertebrates. FGE is localized in the endoplasmic reticulum and is predicted to have a tripartite domain structure.",,Dierks T.; Schmidt B.; Borissenko L.V.; Peng J.; Preusser A.; Mariappan M.; Von Figura K.,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
8813,SCOPUS_ID:0034681266,10693759,Hedgehog-regulated processing of Gli3 produces an anterior/posterior repressor gradient in the developing vertebrate limb,Cell,100.0,423-434,2000-02-18,Article,820,"Ci/Gli zinc finger proteins mediate the transcriptional effects of Hedgehog protein signals. In Drosophila, Ci action as transcriptional repressor or activator is contingent upon Hedgehog-regulated, PKA-dependent proteolytic processing. We demonstrate that PKA-dependent processing of vertebrate Gli3 in developing limb similarly generates a potent repressor in a manner antagonized by apparent long-range signaling from posteriorly localized Sonic hedgehog protein. The resulting anterior/posterior Gli3 repressor gradient can be perturbed by mutations of Gli3 in human genetic syndromes or by misregulation of Gli3 processing in the chicken mutant talpid2, producing a range of limb patterning malformations. The high relative abundance and potency of Gli3 repressor suggest specialization of Gli3 and its products for negative Hedgehog pathway regulation.",,Wang B.; Fallon J.F.; Beachy P.A.,56.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
12601,SCOPUS_ID:84910096224,25417156,Human genetics shape the gut microbiome,Cell,159.0,789-799,2014-11-06,Article,1749,"©2014 Elsevier Inc.Host genetics and the gut microbiome can both influence metabolic phenotypes. However, whether host genetic variationshapes thegut microbiome and interacts with it to affect host phenotype is unclear. Here, we compared microbiotas across >1,000 fecal samples obtained from the TwinsUK population, including 416 twin pairs. We identified many microbial taxa whose abundances were influenced by host genetics. The most heritable taxon, the family Christensenellaceae, formed a co-occurrence network with other heritable Bacteria and with methanogenic Archaea. Furthermore, Christensenellaceae and its partners were enriched in individuals with low body mass index (BMI). An obese-associated microbiome was amended with Christensenella minuta, a cultured member of the Christensenellaceae, and transplanted to germ-free mice. C. minuta amendment reduced weight gain and altered the microbiome of recipient mice. Our findings indicate that host genetics influence the composition of the human gut microbiome and can do so in ways that impact host metabolism.",,Goodrich J.K.; Waters J.L.; Poole A.C.; Sutter J.L.; Koren O.; Blekhman R.; Beaumont M.; Van Treuren W.; Knight R.; Bell J.T.; Spector T.D.; Clark A.G.; Ley R.E.,60.0,725245302.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2014
11638,SCOPUS_ID:80052294350,21884938,Peptidoglycan remodeling and conversion of an inner membrane into an outer membrane during sporulation,Cell,146.0,799-812,2011-09-02,Article,72,"Two hallmarks of the Firmicute phylum, which includes the Bacilli and Clostridia classes, are their ability to form endospores and their ""Gram-positive"" single-membraned, thick-cell-wall envelope structure. Acetonema longum is part of a lesser-known family (the Veillonellaceae) of Clostridia that form endospores but that are surprisingly ""Gram negative,"" possessing both an inner and outer membrane and a thin cell wall. Here, we present macromolecular resolution, 3D electron cryotomographic images of vegetative, sporulating, and germinating A. longum cells showing that during the sporulation process, the inner membrane of the mother cell is inverted and transformed to become the outer membrane of the germinating cell. Peptidoglycan persists throughout, leading to a revised, ""continuous"" model of its role in the process. Coupled with genomic analyses, these results point to sporulation as a mechanism by which the bacterial outer membrane may have arisen and A. longum as a potential ""missing link"" between single- and double-membraned bacteria. © 2011 Elsevier Inc.",,Tocheva E.I.; Matson E.G.; Morris D.M.; Moussavi F.; Leadbetter J.R.; Jensen G.J.,82.0,13314956.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2011
5315,SCOPUS_ID:0025339079,1972036,v-erbA oncogene activation entails the loss of hormone-dependent regulator activity of c-erbA,Cell,61.0,1035-1049,1990-06-15,Article,168,"The v-erbA oncogene, one of the two oncogenes of the avian erythroblastosis virus, efficiently blocks erythroid differentiation and suppresses erythrocyte-specific gene transcription. Here we show that the overex-pressed thyroid hormone receptor c-erbA effectively modulates erythroid differentiation and erythrocyte-specific gene expression in a T3-dependent fashion, when introduced into erythroid cells via a retrovirus. In contrast, the endogenous thyroid hormone receptor does not detectably affect erythroid differentiation. The analysis of a series of chimeric v-/c-erbA proteins suggests that the v-erbA oncoprotein has lost one type of thyroid hormone receptor function (regulating erythrocyte gene transcription in response to T3), but constitutively displays another function: it represses transcription in the absence of T3. The region responsible for the loss of hormone-dependent regulator activity of v-erbA has been mapped to the very C-terminus of c-erbA, encompassing a cluster of highly conserved amino acid residues with the potential to form an amphipathic α-helix. © 1990.",,Zenke M.; Munoz A.; Sap J.; Vennstrom B.; Beug H.,74.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990
